"productkey","orderdatekey","customerkey","totalproductcost","salesamount"
382,"20220222",22643,"? 713.08","1120.49"
386,"20220222",27128,"? 713.08","1120.49"
222,"20220222",27128,"? 13.09","34.99"
576,"20220222",14425,"? 1,481.94","2384.07"
222,"20220222",14425,"? 13.09","34.99"
225,"20220223",12024,"? 6.92","8.99"
536,"20220223",20234,"? 11.22","29.99"
480,"20220223",20234,"? 0.86","2.29"
485,"20220223",16032,"? 8.22","21.98"
225,"20220223",28536,"? 6.92","8.99"
477,"20220223",28536,"? 1.87","4.99"
477,"20220223",22952,"? 1.87","4.99"
222,"20220223",22952,"? 13.09","34.99"
536,"20220223",17307,"? 11.22","29.99"
528,"20220223",17307,"? 1.87","4.99"
222,"20220223",17307,"? 13.09","34.99"
478,"20220223",24277,"? 3.74","9.99"
214,"20220223",15153,"? 13.09","34.99"
491,"20220223",15153,"? 41.57","53.99"
465,"20220223",11757,"? 9.16","24.49"
225,"20220223",18216,"? 6.92","8.99"
597,"20220223",14851,"? 294.58","539.99"
485,"20220223",14851,"? 8.22","21.98"
478,"20220223",14851,"? 3.74","9.99"
477,"20220223",14851,"? 1.87","4.99"
225,"20220223",14851,"? 6.92","8.99"
214,"20220223",14851,"? 13.09","34.99"
376,"20220223",23608,"? 1,554.95","2443.35"
540,"20220223",23608,"? 12.19","32.60"
222,"20220223",23608,"? 13.09","34.99"
222,"20220223",11871,"? 13.09","34.99"
480,"20220223",11321,"? 0.86","2.29"
539,"20220223",29025,"? 9.35","24.99"
480,"20220223",29025,"? 0.86","2.29"
225,"20220223",11530,"? 6.92","8.99"
538,"20220223",11530,"? 8.04","21.49"
540,"20220223",16771,"? 12.19","32.60"
541,"20220223",27249,"? 10.84","28.99"
529,"20220223",15559,"? 1.49","3.99"
540,"20220223",15559,"? 12.19","32.60"
214,"20220223",15559,"? 13.09","34.99"
535,"20220223",26506,"? 9.35","24.99"
528,"20220223",26506,"? 1.87","4.99"
217,"20220223",26506,"? 13.09","34.99"
528,"20220223",11330,"? 1.87","4.99"
536,"20220223",11330,"? 11.22","29.99"
483,"20220223",11330,"? 44.88","120.00"
478,"20220223",21496,"? 3.74","9.99"
477,"20220223",21496,"? 1.87","4.99"
478,"20220223",21350,"? 3.74","9.99"
477,"20220223",21350,"? 1.87","4.99"
487,"20220223",21350,"? 20.57","54.99"
478,"20220223",23254,"? 3.74","9.99"
225,"20220223",18477,"? 6.92","8.99"
477,"20220223",18477,"? 1.87","4.99"
477,"20220223",13198,"? 1.87","4.99"
487,"20220223",13198,"? 20.57","54.99"
477,"20220223",24748,"? 1.87","4.99"
222,"20220223",24748,"? 13.09","34.99"
477,"20220223",18109,"? 1.87","4.99"
473,"20220223",18109,"? 23.75","63.50"
487,"20220223",18109,"? 20.57","54.99"
477,"20220223",26488,"? 1.87","4.99"
225,"20220223",16377,"? 6.92","8.99"
477,"20220223",16377,"? 1.87","4.99"
528,"20220223",15161,"? 1.87","4.99"
480,"20220223",15161,"? 0.86","2.29"
528,"20220223",15708,"? 1.87","4.99"
537,"20220223",15708,"? 13.09","35.00"
217,"20220223",15708,"? 13.09","34.99"
537,"20220223",15075,"? 13.09","35.00"
222,"20220223",15075,"? 13.09","34.99"
537,"20220223",14688,"? 13.09","35.00"
528,"20220223",14688,"? 1.87","4.99"
222,"20220223",14688,"? 13.09","34.99"
535,"20220223",17808,"? 9.35","24.99"
528,"20220223",17808,"? 1.87","4.99"
222,"20220223",17808,"? 13.09","34.99"
535,"20220223",17810,"? 9.35","24.99"
477,"20220223",17810,"? 1.87","4.99"
217,"20220223",17810,"? 13.09","34.99"
225,"20220223",17810,"? 6.92","8.99"
540,"20220223",28412,"? 12.19","32.60"
529,"20220223",28412,"? 1.49","3.99"
482,"20220223",28412,"? 3.36","8.99"
477,"20220223",17111,"? 1.87","4.99"
538,"20220223",26899,"? 8.04","21.49"
480,"20220223",26899,"? 0.86","2.29"
541,"20220223",12336,"? 10.84","28.99"
530,"20220223",27835,"? 1.87","4.99"
477,"20220223",27835,"? 1.87","4.99"
465,"20220223",27835,"? 9.16","24.49"
479,"20220223",27835,"? 3.36","8.99"
541,"20220223",22676,"? 10.84","28.99"
541,"20220223",27321,"? 10.84","28.99"
528,"20220223",11889,"? 1.87","4.99"
537,"20220223",11889,"? 13.09","35.00"
480,"20220223",11889,"? 0.86","2.29"
528,"20220223",11255,"? 1.87","4.99"
537,"20220223",11255,"? 13.09","35.00"
222,"20220223",11255,"? 13.09","34.99"
537,"20220223",12051,"? 13.09","35.00"
528,"20220223",12051,"? 1.87","4.99"
485,"20220223",12878,"? 8.22","21.98"
467,"20220223",12878,"? 9.16","24.49"
225,"20220223",12654,"? 6.92","8.99"
580,"20220223",16878,"? 1,082.51","1700.99"
222,"20220223",16878,"? 13.09","34.99"
587,"20220223",13871,"? 419.78","769.49"
222,"20220223",13871,"? 13.09","34.99"
231,"20220223",13871,"? 38.49","49.99"
463,"20220223",13871,"? 9.16","24.49"
361,"20220223",11303,"? 1,251.98","2294.99"
480,"20220223",11303,"? 0.86","2.29"
564,"20220223",28208,"? 1,481.94","2384.07"
479,"20220223",28208,"? 3.36","8.99"
477,"20220223",28208,"? 1.87","4.99"
561,"20220223",11002,"? 1,481.94","2384.07"
222,"20220223",11002,"? 13.09","34.99"
578,"20220223",25099,"? 755.15","1214.85"
222,"20220223",25099,"? 13.09","34.99"
584,"20220223",22334,"? 343.65","539.99"
479,"20220223",22334,"? 3.36","8.99"
363,"20220224",11421,"? 1,251.98","2294.99"
361,"20220224",11423,"? 1,251.98","2294.99"
485,"20220224",11423,"? 8.22","21.98"
353,"20220224",11482,"? 1,265.62","2319.99"
217,"20220224",11482,"? 13.09","34.99"
217,"20220224",11331,"? 13.09","34.99"
529,"20220224",16173,"? 1.49","3.99"
539,"20220224",16173,"? 9.35","24.99"
480,"20220224",16173,"? 0.86","2.29"
537,"20220224",21566,"? 13.09","35.00"
528,"20220224",21566,"? 1.87","4.99"
480,"20220224",21566,"? 0.86","2.29"
538,"20220224",19798,"? 8.04","21.49"
529,"20220224",19798,"? 1.49","3.99"
217,"20220224",19798,"? 13.09","34.99"
217,"20220224",18263,"? 13.09","34.99"
480,"20220224",19086,"? 0.86","2.29"
378,"20220224",22449,"? 1,554.95","2443.35"
540,"20220224",22449,"? 12.19","32.60"
529,"20220224",22449,"? 1.49","3.99"
217,"20220224",22449,"? 13.09","34.99"
590,"20220224",20860,"? 419.78","769.49"
231,"20220224",20860,"? 38.49","49.99"
530,"20220224",28175,"? 1.87","4.99"
480,"20220224",28175,"? 0.86","2.29"
535,"20220224",26078,"? 9.35","24.99"
528,"20220224",26078,"? 1.87","4.99"
222,"20220224",26078,"? 13.09","34.99"
538,"20220224",27661,"? 8.04","21.49"
480,"20220224",27661,"? 0.86","2.29"
540,"20220224",24969,"? 12.19","32.60"
480,"20220224",24969,"? 0.86","2.29"
536,"20220224",17442,"? 11.22","29.99"
528,"20220224",17442,"? 1.87","4.99"
485,"20220224",17442,"? 8.22","21.98"
222,"20220224",17442,"? 13.09","34.99"
225,"20220224",17442,"? 6.92","8.99"
491,"20220224",17442,"? 41.57","53.99"
478,"20220224",22734,"? 3.74","9.99"
477,"20220224",22734,"? 1.87","4.99"
237,"20220224",22734,"? 38.49","49.99"
225,"20220224",22734,"? 6.92","8.99"
478,"20220224",15007,"? 3.74","9.99"
477,"20220224",15007,"? 1.87","4.99"
217,"20220224",15007,"? 13.09","34.99"
478,"20220224",17119,"? 3.74","9.99"
477,"20220224",17119,"? 1.87","4.99"
225,"20220224",17119,"? 6.92","8.99"
490,"20220224",17119,"? 41.57","53.99"
478,"20220224",20439,"? 3.74","9.99"
477,"20220224",20439,"? 1.87","4.99"
478,"20220224",21474,"? 3.74","9.99"
217,"20220224",21474,"? 13.09","34.99"
476,"20220224",20366,"? 26.18","69.99"
477,"20220224",16777,"? 1.87","4.99"
483,"20220224",16777,"? 44.88","120.00"
528,"20220224",14909,"? 1.87","4.99"
485,"20220224",22728,"? 8.22","21.98"
484,"20220224",22728,"? 2.97","7.95"
483,"20220224",22728,"? 44.88","120.00"
485,"20220224",15000,"? 8.22","21.98"
465,"20220224",15000,"? 9.16","24.49"
477,"20220224",23743,"? 1.87","4.99"
214,"20220224",23743,"? 13.09","34.99"
529,"20220224",23959,"? 1.49","3.99"
214,"20220224",23959,"? 13.09","34.99"
538,"20220224",27904,"? 8.04","21.49"
529,"20220224",27904,"? 1.49","3.99"
480,"20220224",27904,"? 0.86","2.29"
483,"20220224",27904,"? 44.88","120.00"
225,"20220224",27904,"? 6.92","8.99"
530,"20220224",14531,"? 1.87","4.99"
541,"20220224",14531,"? 10.84","28.99"
222,"20220224",14531,"? 13.09","34.99"
231,"20220224",14531,"? 38.49","49.99"
538,"20220224",25529,"? 8.04","21.49"
541,"20220224",23981,"? 10.84","28.99"
530,"20220224",23981,"? 1.87","4.99"
530,"20220224",13497,"? 1.87","4.99"
217,"20220224",13497,"? 13.09","34.99"
528,"20220224",11293,"? 1.87","4.99"
537,"20220224",11293,"? 13.09","35.00"
217,"20220224",11293,"? 13.09","34.99"
537,"20220224",11735,"? 13.09","35.00"
528,"20220224",11735,"? 1.87","4.99"
214,"20220224",11735,"? 13.09","34.99"
537,"20220224",12062,"? 13.09","35.00"
480,"20220224",12062,"? 0.86","2.29"
537,"20220224",12159,"? 13.09","35.00"
528,"20220224",12159,"? 1.87","4.99"
217,"20220224",12159,"? 13.09","34.99"
231,"20220224",12159,"? 38.49","49.99"
225,"20220224",12159,"? 6.92","8.99"
537,"20220224",15377,"? 13.09","35.00"
528,"20220224",15377,"? 1.87","4.99"
217,"20220224",15377,"? 13.09","34.99"
485,"20220224",19217,"? 8.22","21.98"
478,"20220224",19217,"? 3.74","9.99"
477,"20220224",19217,"? 1.87","4.99"
487,"20220224",19217,"? 20.57","54.99"
363,"20220224",11815,"? 1,251.98","2294.99"
528,"20220224",11815,"? 1.87","4.99"
537,"20220224",11815,"? 13.09","35.00"
217,"20220224",11815,"? 13.09","34.99"
361,"20220224",11274,"? 1,251.98","2294.99"
477,"20220224",11274,"? 1.87","4.99"
478,"20220224",11274,"? 3.74","9.99"
359,"20220224",11299,"? 1,251.98","2294.99"
485,"20220224",11299,"? 8.22","21.98"
483,"20220224",11299,"? 44.88","120.00"
363,"20220224",11319,"? 1,251.98","2294.99"
485,"20220224",11319,"? 8.22","21.98"
217,"20220224",11319,"? 13.09","34.99"
564,"20220224",24340,"? 1,481.94","2384.07"
479,"20220224",24340,"? 3.36","8.99"
575,"20220224",24341,"? 1,481.94","2384.07"
479,"20220224",24341,"? 3.36","8.99"
477,"20220224",24341,"? 1.87","4.99"
487,"20220224",24341,"? 20.57","54.99"
604,"20220224",22329,"? 343.65","539.99"
214,"20220224",22329,"? 13.09","34.99"
605,"20220224",21611,"? 343.65","539.99"
479,"20220224",21611,"? 3.36","8.99"
477,"20220224",21611,"? 1.87","4.99"
471,"20220224",21611,"? 23.75","63.50"
386,"20220224",19395,"? 713.08","1120.49"
222,"20220224",19395,"? 13.09","34.99"
584,"20220224",25642,"? 343.65","539.99"
225,"20220224",25642,"? 6.92","8.99"
217,"20220224",25642,"? 13.09","34.99"
376,"20220225",18248,"? 1,554.95","2443.35"
477,"20220225",18248,"? 1.87","4.99"
479,"20220225",18248,"? 3.36","8.99"
480,"20220225",18248,"? 0.86","2.29"
363,"20220225",11429,"? 1,251.98","2294.99"
222,"20220225",11429,"? 13.09","34.99"
363,"20220225",12738,"? 1,251.98","2294.99"
485,"20220225",12738,"? 8.22","21.98"
478,"20220225",12738,"? 3.74","9.99"
477,"20220225",12738,"? 1.87","4.99"
217,"20220225",12738,"? 13.09","34.99"
539,"20220225",15018,"? 9.35","24.99"
490,"20220225",15018,"? 41.57","53.99"
465,"20220225",15018,"? 9.16","24.49"
529,"20220225",19627,"? 1.49","3.99"
538,"20220225",19627,"? 8.04","21.49"
480,"20220225",19627,"? 0.86","2.29"
231,"20220225",14309,"? 38.49","49.99"
465,"20220225",14309,"? 9.16","24.49"
486,"20220225",13002,"? 59.47","159.00"
225,"20220225",13002,"? 6.92","8.99"
540,"20220225",16697,"? 12.19","32.60"
463,"20220225",16697,"? 9.16","24.49"
580,"20220225",20848,"? 1,082.51","1700.99"
228,"20220225",20848,"? 38.49","49.99"
465,"20220225",20848,"? 9.16","24.49"
477,"20220225",19796,"? 1.87","4.99"
479,"20220225",19796,"? 3.36","8.99"
529,"20220225",11087,"? 1.49","3.99"
486,"20220225",11087,"? 59.47","159.00"
539,"20220225",28862,"? 9.35","24.99"
541,"20220225",27059,"? 10.84","28.99"
530,"20220225",27059,"? 1.87","4.99"
222,"20220225",27059,"? 13.09","34.99"
237,"20220225",27059,"? 38.49","49.99"
541,"20220225",13708,"? 10.84","28.99"
530,"20220225",13708,"? 1.87","4.99"
217,"20220225",13708,"? 13.09","34.99"
536,"20220225",23580,"? 11.22","29.99"
528,"20220225",23580,"? 1.87","4.99"
214,"20220225",23580,"? 13.09","34.99"
528,"20220225",25855,"? 1.87","4.99"
535,"20220225",25855,"? 9.35","24.99"
480,"20220225",25855,"? 0.86","2.29"
484,"20220225",25855,"? 2.97","7.95"
529,"20220225",19220,"? 1.49","3.99"
540,"20220225",19220,"? 12.19","32.60"
480,"20220225",19220,"? 0.86","2.29"
536,"20220225",23402,"? 11.22","29.99"
478,"20220225",21783,"? 3.74","9.99"
477,"20220225",21783,"? 1.87","4.99"
217,"20220225",21783,"? 13.09","34.99"
474,"20220225",11802,"? 26.18","69.99"
481,"20220225",11802,"? 3.36","8.99"
477,"20220225",18223,"? 1.87","4.99"
217,"20220225",18223,"? 13.09","34.99"
475,"20220225",16841,"? 26.18","69.99"
477,"20220225",18348,"? 1.87","4.99"
467,"20220225",18348,"? 9.16","24.49"
528,"20220225",17336,"? 1.87","4.99"
485,"20220225",17336,"? 8.22","21.98"
477,"20220225",23676,"? 1.87","4.99"
528,"20220225",19817,"? 1.87","4.99"
217,"20220225",19817,"? 13.09","34.99"
529,"20220225",19913,"? 1.49","3.99"
539,"20220225",19913,"? 9.35","24.99"
529,"20220225",24551,"? 1.49","3.99"
539,"20220225",24551,"? 9.35","24.99"
217,"20220225",24551,"? 13.09","34.99"
489,"20220225",24551,"? 41.57","53.99"
467,"20220225",24551,"? 9.16","24.49"
535,"20220225",17814,"? 9.35","24.99"
528,"20220225",17814,"? 1.87","4.99"
529,"20220225",28411,"? 1.49","3.99"
538,"20220225",28411,"? 8.04","21.49"
222,"20220225",28411,"? 13.09","34.99"
231,"20220225",28411,"? 38.49","49.99"
467,"20220225",28411,"? 9.16","24.49"
530,"20220225",12864,"? 1.87","4.99"
541,"20220225",12864,"? 10.84","28.99"
480,"20220225",12864,"? 0.86","2.29"
529,"20220225",27782,"? 1.49","3.99"
214,"20220225",27782,"? 13.09","34.99"
225,"20220225",27782,"? 6.92","8.99"
541,"20220225",22625,"? 10.84","28.99"
530,"20220225",22625,"? 1.87","4.99"
222,"20220225",22625,"? 13.09","34.99"
225,"20220225",22625,"? 6.92","8.99"
529,"20220225",27787,"? 1.49","3.99"
538,"20220225",27787,"? 8.04","21.49"
225,"20220225",27787,"? 6.92","8.99"
217,"20220225",27787,"? 13.09","34.99"
530,"20220225",23964,"? 1.87","4.99"
541,"20220225",23964,"? 10.84","28.99"
480,"20220225",23964,"? 0.86","2.29"
530,"20220225",25324,"? 1.87","4.99"
214,"20220225",25324,"? 13.09","34.99"
537,"20220225",11193,"? 13.09","35.00"
537,"20220225",11314,"? 13.09","35.00"
480,"20220225",11314,"? 0.86","2.29"
598,"20220225",18974,"? 294.58","539.99"
485,"20220225",18974,"? 8.22","21.98"
478,"20220225",18974,"? 3.74","9.99"
477,"20220225",18974,"? 1.87","4.99"
481,"20220225",18974,"? 3.36","8.99"
588,"20220225",13889,"? 419.78","769.49"
476,"20220225",13889,"? 26.18","69.99"
491,"20220225",13889,"? 41.57","53.99"
225,"20220225",13889,"? 6.92","8.99"
579,"20220225",26884,"? 755.15","1214.85"
225,"20220225",26884,"? 6.92","8.99"
228,"20220225",26884,"? 38.49","49.99"
581,"20220225",18702,"? 1,082.51","1700.99"
489,"20220225",18702,"? 41.57","53.99"
605,"20220225",20418,"? 343.65","539.99"
217,"20220225",20418,"? 13.09","34.99"
491,"20220225",20418,"? 41.57","53.99"
605,"20220225",28114,"? 343.65","539.99"
538,"20220225",28114,"? 8.04","21.49"
225,"20220225",28114,"? 6.92","8.99"
605,"20220225",20156,"? 343.65","539.99"
538,"20220225",20156,"? 8.04","21.49"
573,"20220225",28217,"? 1,481.94","2384.07"
479,"20220225",28217,"? 3.36","8.99"
477,"20220225",28217,"? 1.87","4.99"
480,"20220225",28217,"? 0.86","2.29"
484,"20220225",28217,"? 2.97","7.95"
575,"20220225",28714,"? 1,481.94","2384.07"
479,"20220225",28714,"? 3.36","8.99"
477,"20220225",28714,"? 1.87","4.99"
214,"20220225",28714,"? 13.09","34.99"
584,"20220225",20151,"? 343.65","539.99"
538,"20220225",20151,"? 8.04","21.49"
529,"20220225",20151,"? 1.49","3.99"
482,"20220225",20151,"? 3.36","8.99"
596,"20220225",11944,"? 294.58","539.99"
478,"20220225",11944,"? 3.74","9.99"
477,"20220225",11944,"? 1.87","4.99"
487,"20220225",11944,"? 20.57","54.99"
562,"20220225",24436,"? 1,481.94","2384.07"
489,"20220225",24436,"? 41.57","53.99"
561,"20220225",24526,"? 1,481.94","2384.07"
214,"20220225",24526,"? 13.09","34.99"
382,"20220225",19410,"? 713.08","1120.49"
384,"20220225",19530,"? 713.08","1120.49"
390,"20220225",19429,"? 713.08","1120.49"
217,"20220225",19429,"? 13.09","34.99"
386,"20220225",14733,"? 713.08","1120.49"
214,"20220225",14733,"? 13.09","34.99"
388,"20220225",19343,"? 713.08","1120.49"
479,"20220225",19343,"? 3.36","8.99"
477,"20220225",19343,"? 1.87","4.99"
222,"20220225",19343,"? 13.09","34.99"
378,"20220226",13520,"? 1,554.95","2443.35"
540,"20220226",13520,"? 12.19","32.60"
529,"20220226",13520,"? 1.49","3.99"
376,"20220226",18485,"? 1,554.95","2443.35"
225,"20220226",18485,"? 6.92","8.99"
540,"20220226",18485,"? 12.19","32.60"
374,"20220226",18260,"? 1,554.95","2443.35"
477,"20220226",18260,"? 1.87","4.99"
479,"20220226",18260,"? 3.36","8.99"
378,"20220226",18284,"? 1,554.95","2443.35"
484,"20220226",18284,"? 2.97","7.95"
380,"20220226",18297,"? 1,554.95","2443.35"
217,"20220226",18297,"? 13.09","34.99"
225,"20220226",18297,"? 6.92","8.99"
488,"20220226",18297,"? 41.57","53.99"
355,"20220226",11379,"? 1,265.62","2319.99"
485,"20220226",11379,"? 8.22","21.98"
222,"20220226",11379,"? 13.09","34.99"
484,"20220226",12168,"? 2.97","7.95"
536,"20220226",18287,"? 11.22","29.99"
528,"20220226",18287,"? 1.87","4.99"
480,"20220226",18287,"? 0.86","2.29"
538,"20220226",18895,"? 8.04","21.49"
529,"20220226",18895,"? 1.49","3.99"
480,"20220226",18895,"? 0.86","2.29"
477,"20220226",20316,"? 1.87","4.99"
217,"20220226",20316,"? 13.09","34.99"
474,"20220226",22065,"? 26.18","69.99"
540,"20220226",15806,"? 12.19","32.60"
529,"20220226",15806,"? 1.49","3.99"
480,"20220226",15806,"? 0.86","2.29"
234,"20220226",14227,"? 38.49","49.99"
580,"20220226",17080,"? 1,082.51","1700.99"
539,"20220226",17080,"? 9.35","24.99"
529,"20220226",17080,"? 1.49","3.99"
480,"20220226",17080,"? 0.86","2.29"
529,"20220226",11200,"? 1.49","3.99"
488,"20220226",11200,"? 41.57","53.99"
483,"20220226",13092,"? 44.88","120.00"
529,"20220226",29347,"? 1.49","3.99"
214,"20220226",29347,"? 13.09","34.99"
481,"20220226",29347,"? 3.36","8.99"
237,"20220226",12057,"? 38.49","49.99"
538,"20220226",27561,"? 8.04","21.49"
529,"20220226",27561,"? 1.49","3.99"
217,"20220226",27561,"? 13.09","34.99"
465,"20220226",27561,"? 9.16","24.49"
539,"20220226",28791,"? 9.35","24.99"
529,"20220226",28791,"? 1.49","3.99"
480,"20220226",28791,"? 0.86","2.29"
536,"20220226",23188,"? 11.22","29.99"
528,"20220226",23188,"? 1.87","4.99"
222,"20220226",23188,"? 13.09","34.99"
231,"20220226",23188,"? 38.49","49.99"
536,"20220226",15494,"? 11.22","29.99"
536,"20220226",23299,"? 11.22","29.99"
478,"20220226",21443,"? 3.74","9.99"
477,"20220226",21443,"? 1.87","4.99"
222,"20220226",21443,"? 13.09","34.99"
475,"20220226",19860,"? 26.18","69.99"
225,"20220226",19860,"? 6.92","8.99"
488,"20220226",19860,"? 41.57","53.99"
477,"20220226",17569,"? 1.87","4.99"
217,"20220226",17569,"? 13.09","34.99"
467,"20220226",17569,"? 9.16","24.49"
477,"20220226",17570,"? 1.87","4.99"
487,"20220226",17570,"? 20.57","54.99"
225,"20220226",17570,"? 6.92","8.99"
477,"20220226",11711,"? 1.87","4.99"
528,"20220226",29209,"? 1.87","4.99"
217,"20220226",29209,"? 13.09","34.99"
528,"20220226",19726,"? 1.87","4.99"
485,"20220226",19726,"? 8.22","21.98"
485,"20220226",13933,"? 8.22","21.98"
217,"20220226",13933,"? 13.09","34.99"
528,"20220226",12840,"? 1.87","4.99"
214,"20220226",12840,"? 13.09","34.99"
540,"20220226",15686,"? 12.19","32.60"
485,"20220226",18152,"? 8.22","21.98"
487,"20220226",18152,"? 20.57","54.99"
528,"20220226",23639,"? 1.87","4.99"
536,"20220226",23639,"? 11.22","29.99"
217,"20220226",23639,"? 13.09","34.99"
225,"20220226",14836,"? 6.92","8.99"
474,"20220226",14836,"? 26.18","69.99"
529,"20220226",16440,"? 1.49","3.99"
539,"20220226",16440,"? 9.35","24.99"
528,"20220226",20591,"? 1.87","4.99"
536,"20220226",20591,"? 11.22","29.99"
222,"20220226",20591,"? 13.09","34.99"
530,"20220226",17785,"? 1.87","4.99"
214,"20220226",17785,"? 13.09","34.99"
538,"20220226",28753,"? 8.04","21.49"
480,"20220226",28753,"? 0.86","2.29"
528,"20220226",11287,"? 1.87","4.99"
537,"20220226",11287,"? 13.09","35.00"
222,"20220226",11287,"? 13.09","34.99"
482,"20220226",11287,"? 3.36","8.99"
528,"20220226",12165,"? 1.87","4.99"
537,"20220226",12165,"? 13.09","35.00"
485,"20220226",12165,"? 8.22","21.98"
482,"20220226",12165,"? 3.36","8.99"
485,"20220226",13320,"? 8.22","21.98"
583,"20220226",16879,"? 1,082.51","1700.99"
539,"20220226",16879,"? 9.35","24.99"
